domain,seed,friction_level,interface_id,n_forecasters,forecast_best_set,deployed_best_set,forecast_best_set_size,deployed_best_set_size,forecast_selected_representative,deployed_selected_representative,agreement_flag,selection_disagreement_flag,deployed_gap_of_forecast_selected
inventory,73,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,74,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,75,0.0,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.05490716973269416
inventory,76,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,77,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,78,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,79,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,80,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,81,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,82,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,83,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,84,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,85,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,86,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,87,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,88,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,89,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,90,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,91,0.0,responsive,5,mlp_small,gru_small,1,1,mlp_small,gru_small,False,True,0.22022887519220147
inventory,92,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,93,0.0,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.04983703672189277
inventory,94,0.0,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,95,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,96,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,97,0.0,responsive,5,linear_ar_ridge,naive_last,1,1,linear_ar_ridge,naive_last,False,True,0.013728699793351673
inventory,98,0.0,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,99,0.0,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.012200380752286133
inventory,0,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,1,0.25,responsive,5,mlp_small,gru_small,1,1,mlp_small,gru_small,False,True,0.39518748303919615
inventory,2,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.02798740041856762
inventory,3,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.11635774990680003
inventory,4,0.25,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.1025425089800609
inventory,5,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,6,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,7,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,8,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,9,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,10,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,11,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,12,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,13,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,14,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,15,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,16,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,17,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,18,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,19,0.25,responsive,5,gru_small,moving_average_7,1,1,gru_small,moving_average_7,False,True,0.28598596274130594
inventory,20,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,21,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,22,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,23,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,24,0.25,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.020374242870742076
inventory,25,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,26,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,27,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,28,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.11842257753444274
inventory,29,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,30,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,31,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,32,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,33,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,34,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.05495336020858632
inventory,35,0.25,responsive,5,linear_ar_ridge,mlp_small,1,1,linear_ar_ridge,mlp_small,False,True,0.24029479715533508
inventory,36,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,37,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,38,0.25,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.34804347549155334
inventory,39,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,40,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,41,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,42,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,43,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,44,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,45,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,46,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,47,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.05925678288978986
inventory,48,0.25,responsive,5,linear_ar_ridge,mlp_small,1,1,linear_ar_ridge,mlp_small,False,True,0.03850307017970911
inventory,49,0.25,responsive,5,linear_ar_ridge,mlp_small,1,1,linear_ar_ridge,mlp_small,False,True,0.23555794812592223
inventory,50,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,51,0.25,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.0024094871617643676
inventory,52,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,53,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,54,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.23551017145575415
inventory,55,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,56,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,57,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,58,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,59,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,60,0.25,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.33740428986137916
inventory,61,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,62,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,63,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.09173484255646969
inventory,64,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,65,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,66,0.25,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5788125888960658
inventory,67,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,68,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,69,0.25,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.07679988524028492
inventory,70,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,71,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,72,0.25,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.14458648450365397
inventory,73,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,74,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,75,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.010459862894956817
inventory,76,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,77,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,78,0.25,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.1472461098502258
inventory,79,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,80,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,81,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,82,0.25,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.20143635406124183
inventory,83,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,84,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,85,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,86,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,87,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,88,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,89,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,90,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,91,0.25,responsive,5,mlp_small,gru_small,1,1,mlp_small,gru_small,False,True,0.06630732902773717
inventory,92,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,93,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,94,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,95,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,96,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,97,0.25,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,98,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,99,0.25,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,0,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.234299610044844
inventory,1,0.5,responsive,5,mlp_small,gru_small,1,1,mlp_small,gru_small,False,True,0.6637524347629471
inventory,2,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.2197862213149513
inventory,3,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.5368995957824954
inventory,4,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.6775772719748518
inventory,5,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.2173238693409214
inventory,6,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.13512573416999452
inventory,7,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.4471255209372531
inventory,8,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.17596346945121333
inventory,9,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,10,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.09891251876463691
inventory,11,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,12,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.3762224828129419
inventory,13,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,14,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.16373664108375063
inventory,15,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.11401961106890557
inventory,16,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.34684954126612144
inventory,17,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.09963042988732163
inventory,18,0.5,responsive,5,mlp_small,linear_ar_ridge,1,1,mlp_small,linear_ar_ridge,False,True,0.001421157679136975
inventory,19,0.5,responsive,5,gru_small,moving_average_7,1,1,gru_small,moving_average_7,False,True,0.6840139261512448
inventory,20,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.42874099042743463
inventory,21,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.3056352983382995
inventory,22,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.3357117423587468
inventory,23,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,24,0.5,responsive,5,linear_ar_ridge,moving_average_7,1,1,linear_ar_ridge,moving_average_7,False,True,0.4318068879775163
inventory,25,0.5,responsive,5,linear_ar_ridge,linear_ar_ridge,1,1,linear_ar_ridge,linear_ar_ridge,True,False,0.0
inventory,26,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,27,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,28,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,29,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.19958171596398433
inventory,30,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.19375847878318275
inventory,31,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.22353354351492083
inventory,32,0.5,responsive,5,mlp_small,mlp_small,1,1,mlp_small,mlp_small,True,False,0.0
inventory,33,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.3576327575019498
inventory,34,0.5,responsive,5,mlp_small,moving_average_7,1,1,mlp_small,moving_average_7,False,True,0.2803634531496133
